final_row_index_0_based,interval_id,model_family,run_version,interval_number,start_round,end_round,family_row_index_0_based,cluster,cosine_similarity_to_assigned_centroid,cosine_distance_to_assigned_centroid
232,DeepSeek-V3__V3__I033,DeepSeek-V3,V3,33,321,330,232,1,0.9597531038341568,0.0402468961658433
233,DeepSeek-V3__V3__I034,DeepSeek-V3,V3,34,331,340,233,1,0.9682147095023004,0.0317852904976995
234,DeepSeek-V3__V3__I035,DeepSeek-V3,V3,35,341,350,234,1,0.9593691857813528,0.0406308142186472
235,DeepSeek-V3__V3__I036,DeepSeek-V3,V3,36,351,360,235,1,0.96442812618577,0.0355718738142301
236,DeepSeek-V3__V3__I037,DeepSeek-V3,V3,37,361,370,236,1,0.9551192909911144,0.0448807090088855
237,DeepSeek-V3__V3__I038,DeepSeek-V3,V3,38,371,380,237,1,0.944301052028455,0.0556989479715449
238,DeepSeek-V3__V3__I039,DeepSeek-V3,V3,39,381,390,238,1,0.9604095067931292,0.0395904932068709
239,DeepSeek-V3__V3__I040,DeepSeek-V3,V3,40,391,400,239,1,0.9539496145890368,0.0460503854109632
240,DeepSeek-V3__V3__I041,DeepSeek-V3,V3,41,401,410,240,1,0.9269416787097924,0.0730583212902076
241,DeepSeek-V3__V3__I042,DeepSeek-V3,V3,42,411,420,241,1,0.964581868348513,0.0354181316514869
242,DeepSeek-V3__V3__I043,DeepSeek-V3,V3,43,421,430,242,1,0.9636021798948612,0.0363978201051389
243,DeepSeek-V3__V3__I044,DeepSeek-V3,V3,44,431,440,243,1,0.9456205518808398,0.0543794481191601
244,DeepSeek-V3__V3__I045,DeepSeek-V3,V3,45,441,450,244,1,0.9578868695312444,0.0421131304687556
245,DeepSeek-V3__V3__I046,DeepSeek-V3,V3,46,451,460,245,1,0.946030145056438,0.0539698549435618
246,DeepSeek-V3__V3__I047,DeepSeek-V3,V3,47,461,470,246,1,0.953907252105731,0.0460927478942689
247,DeepSeek-V3__V3__I048,DeepSeek-V3,V3,48,471,480,247,1,0.9587191132797744,0.0412808867202254
248,DeepSeek-V3__V3__I049,DeepSeek-V3,V3,49,481,490,248,1,0.9468934894394044,0.0531065105605956
249,DeepSeek-V3__V3__I050,DeepSeek-V3,V3,50,491,500,249,1,0.9701834566139602,0.0298165433860397
250,DeepSeek-V3__V3__I051,DeepSeek-V3,V3,51,501,510,250,1,0.9655463098888848,0.0344536901111152
251,DeepSeek-V3__V3__I052,DeepSeek-V3,V3,52,511,520,251,1,0.9551224352995896,0.0448775647004104
252,DeepSeek-V3__V3__I053,DeepSeek-V3,V3,53,521,530,252,1,0.9107062272730267,0.0892937727269732
253,DeepSeek-V3__V3__I054,DeepSeek-V3,V3,54,531,540,253,1,0.9446745311358444,0.0553254688641554
254,DeepSeek-V3__V3__I055,DeepSeek-V3,V3,55,541,550,254,1,0.9182511218646148,0.0817488781353852
255,DeepSeek-V3__V3__I056,DeepSeek-V3,V3,56,551,560,255,1,0.8445566999886172,0.1554433000113828
256,DeepSeek-V3__V3__I057,DeepSeek-V3,V3,57,561,570,256,1,0.9593832680650892,0.0406167319349106
257,DeepSeek-V3__V3__I058,DeepSeek-V3,V3,58,571,580,257,1,0.9456929416821214,0.0543070583178786
258,DeepSeek-V3__V3__I059,DeepSeek-V3,V3,59,581,590,258,1,0.9420500863329988,0.0579499136670011
259,DeepSeek-V3__V3__I060,DeepSeek-V3,V3,60,591,600,259,1,0.9289938512025926,0.0710061487974074
260,DeepSeek-V3__V3__I061,DeepSeek-V3,V3,61,601,610,260,1,0.9419084874068192,0.0580915125931809
261,DeepSeek-V3__V3__I062,DeepSeek-V3,V3,62,611,620,261,1,0.9336309186106916,0.0663690813893083
262,DeepSeek-V3__V3__I063,DeepSeek-V3,V3,63,621,630,262,1,0.935653352512557,0.064346647487443
263,DeepSeek-V3__V3__I064,DeepSeek-V3,V3,64,631,640,263,1,0.9092671095882072,0.0907328904117928
264,DeepSeek-V3__V3__I065,DeepSeek-V3,V3,65,641,650,264,1,0.9211986116837544,0.0788013883162455
265,DeepSeek-V3__V3__I066,DeepSeek-V3,V3,66,651,660,265,1,0.9272570745645718,0.0727429254354281
266,DeepSeek-V3__V3__I067,DeepSeek-V3,V3,67,661,670,266,1,0.9414364325822656,0.0585635674177342
267,DeepSeek-V3__V3__I068,DeepSeek-V3,V3,68,671,680,267,1,0.941605604549429,0.058394395450571
268,DeepSeek-V3__V3__I069,DeepSeek-V3,V3,69,681,690,268,1,0.9606248729570396,0.0393751270429603
269,DeepSeek-V3__V3__I070,DeepSeek-V3,V3,70,691,700,269,1,0.953987624363062,0.0460123756369379
270,DeepSeek-V3__V3__I071,DeepSeek-V3,V3,71,701,710,270,1,0.9568337548129536,0.0431662451870464
271,DeepSeek-V3__V3__I072,DeepSeek-V3,V3,72,711,720,271,1,0.9561532786575044,0.0438467213424956
272,DeepSeek-V3__V3__I073,DeepSeek-V3,V3,73,721,730,272,1,0.9556398825805296,0.0443601174194704
273,DeepSeek-V3__V3__I074,DeepSeek-V3,V3,74,731,740,273,1,0.9588270441939336,0.0411729558060662
274,DeepSeek-V3__V3__I075,DeepSeek-V3,V3,75,741,750,274,1,0.9504429313204048,0.0495570686795953
275,DeepSeek-V3__V3__I076,DeepSeek-V3,V3,76,751,760,275,1,0.961513574241999,0.0384864257580009
276,DeepSeek-V3__V3__I077,DeepSeek-V3,V3,77,761,770,276,1,0.9453939200504086,0.0546060799495914
277,DeepSeek-V3__V3__I078,DeepSeek-V3,V3,78,771,780,277,1,0.9413068667518082,0.0586931332481918
278,DeepSeek-V3__V3__I079,DeepSeek-V3,V3,79,781,790,278,1,0.9634621575287532,0.0365378424712469
279,DeepSeek-V3__V3__I080,DeepSeek-V3,V3,80,791,800,279,1,0.9548143213568124,0.0451856786431875
280,DeepSeek-V3__V3__I081,DeepSeek-V3,V3,81,801,810,280,1,0.9509260417829176,0.0490739582170823
281,DeepSeek-V3__V3__I082,DeepSeek-V3,V3,82,811,820,281,1,0.9527710854580502,0.0472289145419497
282,DeepSeek-V3__V3__I083,DeepSeek-V3,V3,83,821,830,282,1,0.9461450226188376,0.0538549773811625
283,DeepSeek-V3__V3__I084,DeepSeek-V3,V3,84,831,840,283,1,0.7877380691680024,0.2122619308319976
284,DeepSeek-V3__V3__I085,DeepSeek-V3,V3,85,841,850,284,1,0.9395212564537656,0.0604787435462345
285,DeepSeek-V3__V3__I086,DeepSeek-V3,V3,86,851,860,285,1,0.9574249286418844,0.0425750713581156
286,DeepSeek-V3__V3__I087,DeepSeek-V3,V3,87,861,870,286,1,0.9667336386711674,0.0332663613288326
287,DeepSeek-V3__V3__I088,DeepSeek-V3,V3,88,871,880,287,1,0.9525006374914672,0.0474993625085327
288,DeepSeek-V3__V3__I089,DeepSeek-V3,V3,89,881,890,288,1,0.9550064012400484,0.0449935987599514
289,DeepSeek-V3__V3__I090,DeepSeek-V3,V3,90,891,900,289,1,0.9248241871112116,0.0751758128887885
290,DeepSeek-V3__V3__I091,DeepSeek-V3,V3,91,901,910,290,1,0.9559052542365694,0.0440947457634306
291,DeepSeek-V3__V3__I092,DeepSeek-V3,V3,92,911,920,291,1,0.8541096686909142,0.1458903313090858
292,DeepSeek-V3__V3__I093,DeepSeek-V3,V3,93,921,930,292,1,0.8720228609679594,0.1279771390320405
293,DeepSeek-V3__V3__I094,DeepSeek-V3,V3,94,931,940,293,1,0.9179233318330826,0.0820766681669173
294,DeepSeek-V3__V3__I095,DeepSeek-V3,V3,95,941,950,294,1,0.9123306300932272,0.0876693699067727
295,DeepSeek-V3__V3__I096,DeepSeek-V3,V3,96,951,960,295,1,0.8590892626710172,0.1409107373289828
296,DeepSeek-V3__V3__I097,DeepSeek-V3,V3,97,961,970,296,1,0.9063042240691954,0.0936957759308045
297,DeepSeek-V3__V3__I098,DeepSeek-V3,V3,98,971,980,297,1,0.9155651754268403,0.0844348245731596
298,DeepSeek-V3__V3__I099,DeepSeek-V3,V3,99,981,990,298,1,0.9273776873331668,0.0726223126668332
299,DeepSeek-V3__V3__I100,DeepSeek-V3,V3,100,991,1000,299,1,0.9401677098570228,0.059832290142977
300,GPT-4o-mini__V1__I001,GPT-4o-mini,V1,1,1,10,0,1,0.7994292114093551,0.2005707885906449
301,GPT-4o-mini__V1__I002,GPT-4o-mini,V1,2,11,20,1,1,0.8654369038898864,0.1345630961101136
302,GPT-4o-mini__V1__I003,GPT-4o-mini,V1,3,21,30,2,1,0.9070693384569478,0.0929306615430521
303,GPT-4o-mini__V1__I004,GPT-4o-mini,V1,4,31,40,3,1,0.8840124848757749,0.1159875151242251
304,GPT-4o-mini__V1__I005,GPT-4o-mini,V1,5,41,50,4,1,0.8919042843376888,0.1080957156623112
305,GPT-4o-mini__V1__I006,GPT-4o-mini,V1,6,51,60,5,1,0.8283807873764538,0.1716192126235461
306,GPT-4o-mini__V1__I007,GPT-4o-mini,V1,7,61,70,6,1,0.8632145318622851,0.1367854681377148
307,GPT-4o-mini__V1__I008,GPT-4o-mini,V1,8,71,80,7,1,0.92616997173908,0.0738300282609198
308,GPT-4o-mini__V1__I009,GPT-4o-mini,V1,9,81,90,8,1,0.9402238970437424,0.0597761029562575
309,GPT-4o-mini__V1__I010,GPT-4o-mini,V1,10,91,100,9,1,0.9357193476448894,0.0642806523551106
310,GPT-4o-mini__V1__I011,GPT-4o-mini,V1,11,101,110,10,1,0.9494481317704692,0.0505518682295307
311,GPT-4o-mini__V1__I012,GPT-4o-mini,V1,12,111,120,11,1,0.9327082226499452,0.0672917773500548
312,GPT-4o-mini__V1__I013,GPT-4o-mini,V1,13,121,130,12,1,0.9107059189959308,0.0892940810040692
313,GPT-4o-mini__V1__I014,GPT-4o-mini,V1,14,131,140,13,1,0.9019872538554972,0.0980127461445028
314,GPT-4o-mini__V1__I015,GPT-4o-mini,V1,15,141,150,14,1,0.9243578392682638,0.0756421607317362
315,GPT-4o-mini__V1__I016,GPT-4o-mini,V1,16,151,160,15,1,0.9216591782201238,0.0783408217798762
316,GPT-4o-mini__V1__I017,GPT-4o-mini,V1,17,161,170,16,1,0.9343820318623528,0.0656179681376472
317,GPT-4o-mini__V1__I018,GPT-4o-mini,V1,18,171,180,17,1,0.913087953371017,0.086912046628983
318,GPT-4o-mini__V1__I019,GPT-4o-mini,V1,19,181,190,18,1,0.9393521992953928,0.060647800704607
319,GPT-4o-mini__V1__I020,GPT-4o-mini,V1,20,191,200,19,1,0.9296428248675788,0.0703571751324212
320,GPT-4o-mini__V1__I021,GPT-4o-mini,V1,21,201,210,20,1,0.891336038360411,0.108663961639589
321,GPT-4o-mini__V1__I022,GPT-4o-mini,V1,22,211,220,21,1,0.9159308204675932,0.0840691795324068
322,GPT-4o-mini__V1__I023,GPT-4o-mini,V1,23,221,230,22,1,0.9552768333464638,0.0447231666535361
323,GPT-4o-mini__V1__I024,GPT-4o-mini,V1,24,231,240,23,1,0.9499719982047894,0.0500280017952106
324,GPT-4o-mini__V1__I025,GPT-4o-mini,V1,25,241,250,24,1,0.9496779965801454,0.0503220034198546
325,GPT-4o-mini__V1__I026,GPT-4o-mini,V1,26,251,260,25,1,0.9429109584905948,0.0570890415094051
326,GPT-4o-mini__V1__I027,GPT-4o-mini,V1,27,261,270,26,1,0.9502185502247102,0.0497814497752897
327,GPT-4o-mini__V1__I028,GPT-4o-mini,V1,28,271,280,27,1,0.9480198526545328,0.051980147345467
328,GPT-4o-mini__V1__I029,GPT-4o-mini,V1,29,281,290,28,1,0.940947168198759,0.0590528318012409
329,GPT-4o-mini__V1__I030,GPT-4o-mini,V1,30,291,300,29,1,0.9216249004162392,0.0783750995837607
330,GPT-4o-mini__V1__I031,GPT-4o-mini,V1,31,301,310,30,1,0.9070899595286558,0.0929100404713442
331,GPT-4o-mini__V1__I032,GPT-4o-mini,V1,32,311,320,31,1,0.9044202933007124,0.0955797066992877
332,GPT-4o-mini__V1__I033,GPT-4o-mini,V1,33,321,330,32,1,0.9493330487461372,0.0506669512538628
333,GPT-4o-mini__V1__I034,GPT-4o-mini,V1,34,331,340,33,1,0.9596442880520996,0.0403557119479004
334,GPT-4o-mini__V1__I035,GPT-4o-mini,V1,35,341,350,34,1,0.9549257440181174,0.0450742559818826
335,GPT-4o-mini__V1__I036,GPT-4o-mini,V1,36,351,360,35,1,0.9566233235333574,0.0433766764666425
336,GPT-4o-mini__V1__I037,GPT-4o-mini,V1,37,361,370,36,1,0.9423831581327956,0.0576168418672042
337,GPT-4o-mini__V1__I038,GPT-4o-mini,V1,38,371,380,37,1,0.9078359067459862,0.0921640932540137
338,GPT-4o-mini__V1__I039,GPT-4o-mini,V1,39,381,390,38,1,0.8811035829482419,0.1188964170517581
339,GPT-4o-mini__V1__I040,GPT-4o-mini,V1,40,391,400,39,1,0.8918173823328253,0.1081826176671747
340,GPT-4o-mini__V1__I041,GPT-4o-mini,V1,41,401,410,40,1,0.9271264232577454,0.0728735767422545
341,GPT-4o-mini__V1__I042,GPT-4o-mini,V1,42,411,420,41,1,0.9391849309311048,0.0608150690688953
342,GPT-4o-mini__V1__I043,GPT-4o-mini,V1,43,421,430,42,1,0.9514583913971344,0.0485416086028656
343,GPT-4o-mini__V1__I044,GPT-4o-mini,V1,44,431,440,43,1,0.9460854620826328,0.0539145379173673
344,GPT-4o-mini__V1__I045,GPT-4o-mini,V1,45,441,450,44,1,0.9623118115083408,0.0376881884916591
345,GPT-4o-mini__V1__I046,GPT-4o-mini,V1,46,451,460,45,1,0.950527690705876,0.049472309294124
346,GPT-4o-mini__V1__I047,GPT-4o-mini,V1,47,461,470,46,1,0.9384675491924146,0.0615324508075854
347,GPT-4o-mini__V1__I048,GPT-4o-mini,V1,48,471,480,47,1,0.9385271621199828,0.0614728378800173
348,GPT-4o-mini__V1__I049,GPT-4o-mini,V1,49,481,490,48,1,0.9430205196341448,0.0569794803658552
349,GPT-4o-mini__V1__I050,GPT-4o-mini,V1,50,491,500,49,1,0.9251521365253826,0.0748478634746173
350,GPT-4o-mini__V1__I051,GPT-4o-mini,V1,51,501,510,50,1,0.9476741759266468,0.052325824073353
351,GPT-4o-mini__V1__I052,GPT-4o-mini,V1,52,511,520,51,1,0.9603171674502996,0.0396828325497005
352,GPT-4o-mini__V1__I053,GPT-4o-mini,V1,53,521,530,52,1,0.8978132900420046,0.1021867099579953
353,GPT-4o-mini__V1__I054,GPT-4o-mini,V1,54,531,540,53,1,0.9464543152464208,0.0535456847535791
354,GPT-4o-mini__V1__I055,GPT-4o-mini,V1,55,541,550,54,1,0.93807828636257,0.0619217136374299
355,GPT-4o-mini__V1__I056,GPT-4o-mini,V1,56,551,560,55,1,0.9486515077637042,0.0513484922362957
356,GPT-4o-mini__V1__I057,GPT-4o-mini,V1,57,561,570,56,1,0.9523184198304162,0.0476815801695837
357,GPT-4o-mini__V1__I058,GPT-4o-mini,V1,58,571,580,57,1,0.9563020595654632,0.0436979404345369
358,GPT-4o-mini__V1__I059,GPT-4o-mini,V1,59,581,590,58,1,0.9351799688752044,0.0648200311247957
359,GPT-4o-mini__V1__I060,GPT-4o-mini,V1,60,591,600,59,1,0.9665885130252928,0.0334114869747073
360,GPT-4o-mini__V1__I061,GPT-4o-mini,V1,61,601,610,60,1,0.9572616383108712,0.0427383616891289
361,GPT-4o-mini__V1__I062,GPT-4o-mini,V1,62,611,620,61,1,0.9460322964649576,0.0539677035350424
362,GPT-4o-mini__V1__I063,GPT-4o-mini,V1,63,621,630,62,1,0.939705552700121,0.0602944472998789
363,GPT-4o-mini__V1__I064,GPT-4o-mini,V1,64,631,640,63,1,0.9356797514215714,0.0643202485784285
364,GPT-4o-mini__V1__I065,GPT-4o-mini,V1,65,641,650,64,1,0.9614242957929872,0.0385757042070128
365,GPT-4o-mini__V1__I066,GPT-4o-mini,V1,66,651,660,65,1,0.9346715650921102,0.0653284349078897
366,GPT-4o-mini__V1__I067,GPT-4o-mini,V1,67,661,670,66,1,0.9531388936374806,0.0468611063625193
367,GPT-4o-mini__V1__I068,GPT-4o-mini,V1,68,671,680,67,1,0.9480933605397466,0.0519066394602534
368,GPT-4o-mini__V1__I069,GPT-4o-mini,V1,69,681,690,68,1,0.9534697155763788,0.046530284423621
369,GPT-4o-mini__V1__I070,GPT-4o-mini,V1,70,691,700,69,1,0.9438961637566836,0.0561038362433162
370,GPT-4o-mini__V1__I071,GPT-4o-mini,V1,71,701,710,70,1,0.9524994748559212,0.0475005251440787
371,GPT-4o-mini__V1__I072,GPT-4o-mini,V1,72,711,720,71,1,0.9356861859945634,0.0643138140054365
372,GPT-4o-mini__V1__I073,GPT-4o-mini,V1,73,721,730,72,1,0.955497999305992,0.044502000694008
373,GPT-4o-mini__V1__I074,GPT-4o-mini,V1,74,731,740,73,1,0.9427982671061448,0.0572017328938552
374,GPT-4o-mini__V1__I075,GPT-4o-mini,V1,75,741,750,74,1,0.9546448868018528,0.0453551131981471
375,GPT-4o-mini__V1__I076,GPT-4o-mini,V1,76,751,760,75,1,0.9491145324909483,0.0508854675090515
376,GPT-4o-mini__V1__I077,GPT-4o-mini,V1,77,761,770,76,1,0.9313446842655232,0.0686553157344767
377,GPT-4o-mini__V1__I078,GPT-4o-mini,V1,78,771,780,77,1,0.9492148360870144,0.0507851639129854
378,GPT-4o-mini__V1__I079,GPT-4o-mini,V1,79,781,790,78,1,0.940065268548444,0.0599347314515559
379,GPT-4o-mini__V1__I080,GPT-4o-mini,V1,80,791,800,79,1,0.9504761810525226,0.0495238189474773
380,GPT-4o-mini__V1__I081,GPT-4o-mini,V1,81,801,810,80,1,0.944556299608603,0.055443700391397
381,GPT-4o-mini__V1__I082,GPT-4o-mini,V1,82,811,820,81,1,0.9387037013730124,0.0612962986269876
382,GPT-4o-mini__V1__I083,GPT-4o-mini,V1,83,821,830,82,1,0.894761557553545,0.1052384424464549
383,GPT-4o-mini__V1__I084,GPT-4o-mini,V1,84,831,840,83,1,0.8756820773147277,0.1243179226852723
384,GPT-4o-mini__V1__I085,GPT-4o-mini,V1,85,841,850,84,1,0.8934751424248101,0.1065248575751899
385,GPT-4o-mini__V1__I086,GPT-4o-mini,V1,86,851,860,85,1,0.9243911689558794,0.0756088310441206
386,GPT-4o-mini__V1__I087,GPT-4o-mini,V1,87,861,870,86,1,0.9278325748369723,0.0721674251630276
387,GPT-4o-mini__V1__I088,GPT-4o-mini,V1,88,871,880,87,1,0.9395578806216156,0.0604421193783842
388,GPT-4o-mini__V1__I089,GPT-4o-mini,V1,89,881,890,88,1,0.9218826357626556,0.0781173642373443
389,GPT-4o-mini__V1__I090,GPT-4o-mini,V1,90,891,900,89,1,0.9167873419425948,0.083212658057405
390,GPT-4o-mini__V1__I091,GPT-4o-mini,V1,91,901,910,90,1,0.9306585942821998,0.0693414057178002
391,GPT-4o-mini__V1__I092,GPT-4o-mini,V1,92,911,920,91,1,0.9366076765703376,0.0633923234296622
392,GPT-4o-mini__V1__I093,GPT-4o-mini,V1,93,921,930,92,1,0.9391412325863244,0.0608587674136755
393,GPT-4o-mini__V1__I094,GPT-4o-mini,V1,94,931,940,93,1,0.9243271913927084,0.0756728086072915
394,GPT-4o-mini__V1__I095,GPT-4o-mini,V1,95,941,950,94,1,0.9587516611147278,0.0412483388852722
395,GPT-4o-mini__V1__I096,GPT-4o-mini,V1,96,951,960,95,1,0.9306554021230278,0.0693445978769722
396,GPT-4o-mini__V1__I097,GPT-4o-mini,V1,97,961,970,96,1,0.8970029790213477,0.1029970209786522
397,GPT-4o-mini__V1__I098,GPT-4o-mini,V1,98,971,980,97,1,0.933281833139672,0.066718166860328
398,GPT-4o-mini__V1__I099,GPT-4o-mini,V1,99,981,990,98,1,0.9425742482348696,0.0574257517651305
399,GPT-4o-mini__V1__I100,GPT-4o-mini,V1,100,991,1000,99,1,0.9494416687291124,0.0505583312708877
400,GPT-4o-mini__V2__I001,GPT-4o-mini,V2,1,1,10,100,1,0.9095174789131224,0.0904825210868776
401,GPT-4o-mini__V2__I002,GPT-4o-mini,V2,2,11,20,101,1,0.9078734789317944,0.0921265210682056
402,GPT-4o-mini__V2__I003,GPT-4o-mini,V2,3,21,30,102,1,0.8933524477580268,0.1066475522419732
403,GPT-4o-mini__V2__I004,GPT-4o-mini,V2,4,31,40,103,1,0.9074097922076878,0.0925902077923122
404,GPT-4o-mini__V2__I005,GPT-4o-mini,V2,5,41,50,104,1,0.8974457040724892,0.1025542959275107
405,GPT-4o-mini__V2__I006,GPT-4o-mini,V2,6,51,60,105,1,0.8371341027421527,0.1628658972578472
406,GPT-4o-mini__V2__I007,GPT-4o-mini,V2,7,61,70,106,1,0.8060547702383667,0.1939452297616333
407,GPT-4o-mini__V2__I008,GPT-4o-mini,V2,8,71,80,107,1,0.8278517574917615,0.1721482425082384
408,GPT-4o-mini__V2__I009,GPT-4o-mini,V2,9,81,90,108,1,0.8686514994515522,0.1313485005484478
409,GPT-4o-mini__V2__I010,GPT-4o-mini,V2,10,91,100,109,1,0.8745424570025049,0.1254575429974951
410,GPT-4o-mini__V2__I011,GPT-4o-mini,V2,11,101,110,110,1,0.9054832893280108,0.094516710671989
411,GPT-4o-mini__V2__I012,GPT-4o-mini,V2,12,111,120,111,1,0.91194250476439,0.0880574952356099
412,GPT-4o-mini__V2__I013,GPT-4o-mini,V2,13,121,130,112,1,0.9340016518558248,0.0659983481441752
413,GPT-4o-mini__V2__I014,GPT-4o-mini,V2,14,131,140,113,1,0.9268781168717516,0.0731218831282483
414,GPT-4o-mini__V2__I015,GPT-4o-mini,V2,15,141,150,114,1,0.9321591039198164,0.0678408960801837
415,GPT-4o-mini__V2__I016,GPT-4o-mini,V2,16,151,160,115,1,0.9142685236426092,0.0857314763573907
416,GPT-4o-mini__V2__I017,GPT-4o-mini,V2,17,161,170,116,1,0.9245806321739992,0.0754193678260009
417,GPT-4o-mini__V2__I018,GPT-4o-mini,V2,18,171,180,117,1,0.9422934908775183,0.0577065091224816
418,GPT-4o-mini__V2__I019,GPT-4o-mini,V2,19,181,190,118,1,0.9287484575059864,0.0712515424940136
419,GPT-4o-mini__V2__I020,GPT-4o-mini,V2,20,191,200,119,1,0.9338839449411946,0.0661160550588053
420,GPT-4o-mini__V2__I021,GPT-4o-mini,V2,21,201,210,120,1,0.919292428747761,0.080707571252239
421,GPT-4o-mini__V2__I022,GPT-4o-mini,V2,22,211,220,121,1,0.9294674126354888,0.0705325873645112
422,GPT-4o-mini__V2__I023,GPT-4o-mini,V2,23,221,230,122,1,0.926722678980257,0.073277321019743
423,GPT-4o-mini__V2__I024,GPT-4o-mini,V2,24,231,240,123,1,0.9207568177040502,0.0792431822959498
424,GPT-4o-mini__V2__I025,GPT-4o-mini,V2,25,241,250,124,1,0.9405974986293733,0.0594025013706267
425,GPT-4o-mini__V2__I026,GPT-4o-mini,V2,26,251,260,125,1,0.9422813766438348,0.0577186233561651
426,GPT-4o-mini__V2__I027,GPT-4o-mini,V2,27,261,270,126,1,0.939439539923004,0.060560460076996
427,GPT-4o-mini__V2__I028,GPT-4o-mini,V2,28,271,280,127,1,0.9502322386012652,0.0497677613987348
428,GPT-4o-mini__V2__I029,GPT-4o-mini,V2,29,281,290,128,1,0.9289475647764878,0.0710524352235122
429,GPT-4o-mini__V2__I030,GPT-4o-mini,V2,30,291,300,129,1,0.914915879338289,0.085084120661711
430,GPT-4o-mini__V2__I031,GPT-4o-mini,V2,31,301,310,130,1,0.9432725529203604,0.0567274470796395
431,GPT-4o-mini__V2__I032,GPT-4o-mini,V2,32,311,320,131,1,0.9335843794030804,0.0664156205969197
432,GPT-4o-mini__V2__I033,GPT-4o-mini,V2,33,321,330,132,1,0.939820389685047,0.060179610314953
433,GPT-4o-mini__V2__I034,GPT-4o-mini,V2,34,331,340,133,1,0.948920351015553,0.0510796489844469
434,GPT-4o-mini__V2__I035,GPT-4o-mini,V2,35,341,350,134,1,0.9200022608059856,0.0799977391940145
435,GPT-4o-mini__V2__I036,GPT-4o-mini,V2,36,351,360,135,1,0.9553691368397386,0.0446308631602614
436,GPT-4o-mini__V2__I037,GPT-4o-mini,V2,37,361,370,136,1,0.944586457323033,0.0554135426769669
437,GPT-4o-mini__V2__I038,GPT-4o-mini,V2,38,371,380,137,1,0.9455650766365422,0.0544349233634577
438,GPT-4o-mini__V2__I039,GPT-4o-mini,V2,39,381,390,138,1,0.9431070163187352,0.0568929836812648
439,GPT-4o-mini__V2__I040,GPT-4o-mini,V2,40,391,400,139,1,0.9305175957220384,0.0694824042779616
440,GPT-4o-mini__V2__I041,GPT-4o-mini,V2,41,401,410,140,1,0.9366897104871824,0.0633102895128174
441,GPT-4o-mini__V2__I042,GPT-4o-mini,V2,42,411,420,141,1,0.9199688585764934,0.0800311414235066
442,GPT-4o-mini__V2__I043,GPT-4o-mini,V2,43,421,430,142,1,0.9034844667039638,0.0965155332960362
443,GPT-4o-mini__V2__I044,GPT-4o-mini,V2,44,431,440,143,1,0.9556751496327268,0.044324850367273
444,GPT-4o-mini__V2__I045,GPT-4o-mini,V2,45,441,450,144,1,0.9283434948092372,0.0716565051907629
445,GPT-4o-mini__V2__I046,GPT-4o-mini,V2,46,451,460,145,1,0.9400947810161356,0.0599052189838644
446,GPT-4o-mini__V2__I047,GPT-4o-mini,V2,47,461,470,146,1,0.9326438966881964,0.0673561033118035
447,GPT-4o-mini__V2__I048,GPT-4o-mini,V2,48,471,480,147,1,0.9147087037852436,0.0852912962147565
448,GPT-4o-mini__V2__I049,GPT-4o-mini,V2,49,481,490,148,1,0.9372865434767582,0.0627134565232417
449,GPT-4o-mini__V2__I050,GPT-4o-mini,V2,50,491,500,149,1,0.930868680766616,0.0691313192333841
450,GPT-4o-mini__V2__I051,GPT-4o-mini,V2,51,501,510,150,1,0.9425998674320086,0.0574001325679913
451,GPT-4o-mini__V2__I052,GPT-4o-mini,V2,52,511,520,151,1,0.919040878369804,0.080959121630196
452,GPT-4o-mini__V2__I053,GPT-4o-mini,V2,53,521,530,152,1,0.906656090420782,0.0933439095792181
453,GPT-4o-mini__V2__I054,GPT-4o-mini,V2,54,531,540,153,1,0.8842019909606269,0.1157980090393731
454,GPT-4o-mini__V2__I055,GPT-4o-mini,V2,55,541,550,154,1,0.9300731383697328,0.069926861630267
455,GPT-4o-mini__V2__I056,GPT-4o-mini,V2,56,551,560,155,1,0.9265997732568994,0.0734002267431006
456,GPT-4o-mini__V2__I057,GPT-4o-mini,V2,57,561,570,156,1,0.910882637586666,0.089117362413334
457,GPT-4o-mini__V2__I058,GPT-4o-mini,V2,58,571,580,157,1,0.9307542834208228,0.0692457165791771
458,GPT-4o-mini__V2__I059,GPT-4o-mini,V2,59,581,590,158,1,0.8954494356051214,0.1045505643948786
459,GPT-4o-mini__V2__I060,GPT-4o-mini,V2,60,591,600,159,1,0.9188321465023652,0.0811678534976348
460,GPT-4o-mini__V2__I061,GPT-4o-mini,V2,61,601,610,160,1,0.8851614295330272,0.1148385704669727
461,GPT-4o-mini__V2__I062,GPT-4o-mini,V2,62,611,620,161,1,0.9488546350241628,0.0511453649758373
462,GPT-4o-mini__V2__I063,GPT-4o-mini,V2,63,621,630,162,1,0.923454296597548,0.0765457034024519
463,GPT-4o-mini__V2__I064,GPT-4o-mini,V2,64,631,640,163,1,0.909935611680292,0.090064388319708
464,GPT-4o-mini__V2__I065,GPT-4o-mini,V2,65,641,650,164,1,0.9040182007815892,0.0959817992184108
465,GPT-4o-mini__V2__I066,GPT-4o-mini,V2,66,651,660,165,1,0.8946575602672328,0.1053424397327672
466,GPT-4o-mini__V2__I067,GPT-4o-mini,V2,67,661,670,166,1,0.8734313415302117,0.1265686584697882
467,GPT-4o-mini__V2__I068,GPT-4o-mini,V2,68,671,680,167,1,0.8896297515354912,0.1103702484645088
